Epoch,Training Loss,Spearman's Rho,Kendall's Tau
1.0,1.259268045425415,0.24462306526880798,0.17830071115367266
2.0,1.193068504333496,0.42094697668193637,0.31667434052367405
3.0,1.0374659299850464,0.568536785972375,0.4315999294258861
4.0,1.0351179838180542,0.7049705835770501,0.538776595083378
5.0,0.9885653853416443,0.782573835346105,0.6142531201942879
6.0,0.9101120233535767,0.8255913728668925,0.663262543832972
7.0,0.7952053546905518,0.8552739437851121,0.7011014417552414
8.0,0.7825021147727966,0.8746660983007083,0.7265118718759144
9.0,0.7651940584182739,0.8866157166364613,0.7423116244657982
10.0,0.6636329293251038,0.8929239989228497,0.751469442845922
11.0,0.6535232663154602,0.8970483786200525,0.7571050233875365
12.0,0.6118404269218445,0.8990722240076972,0.7603756728090093
13.0,0.6502682566642761,0.9001523008885747,0.7619355209946348
14.0,0.6149711012840271,0.9005295609076626,0.7632940984466312
15.0,0.5777465105056763,0.8998863634980699,0.7623883801453002
16.0,0.6034501194953918,0.8994964869144092,0.761784567944413
17.0,0.5356564521789551,0.900270302874873,0.7631934630798166
18.0,0.5295168161392212,0.9007460215743522,0.7638475929641111
19.0,0.5485085248947144,0.9012276774806894,0.7646023582152203
20.0,0.5379706025123596,0.9018849757565692,0.7655080765165512
21.0,0.49033498764038086,0.9023265555166164,0.7660615710340312
22.0,0.5041130185127258,0.9022293337543204,0.7666653832349185
23.0,0.559567391872406,0.9028074692720963,0.7673195131192131
24.0,0.45799019932746887,0.9027374597078985,0.7673698308026202
25.0,0.46718308329582214,0.902632074286173,0.7671685600689913
26.0,0.4514762759208679,0.9026961466435129,0.7674704661694349
27.0,0.46701228618621826,0.9019685914198163,0.766766018601733
28.0,0.4966478645801544,0.9017266502403619,0.7663634771344748
29.0,0.4994402229785919,0.9009256220818002,0.7650552173658858
30.0,0.4816465675830841,0.9007205410615877,0.7647533112654421
31.0,0.48795440793037415,0.9007232622813974,0.7648036289488493
32.0,0.4705793857574463,0.9007029768246335,0.7647533112654421
33.0,0.4334830641746521,0.9001906453495312,0.7641494990645548
34.0,0.4206494092941284,0.9005434143903307,0.7645520405318129
35.0,0.4147755205631256,0.9006062498295756,0.7645017228484058
36.0,0.46391892433166504,0.9006861547385365,0.7644514051649984
37.0,0.4232427477836609,0.9005896751270975,0.764350769798184
38.0,0.40317243337631226,0.9003620821975494,0.7638475929641111
